"primitive_id","primitive_name","primitive_category","interaction_class","required_anatomy","required_variants","stream_presence","pseudo_states","transactional_or_content_states","state_redundancy","responsive_and_mode_obligations","reference_templates_or_flows","source_decisions","source_requirements","source_ux_tests","source_actions","implementation_evidence_expectations","gated_facts"
"PRIM-053","Publication candidate and release state","staff_publication","composite_interactive","candidate title;version and checksum;specialist decisions;founder state;render/index checks;surface inventory;activation action;prior release recovery","review_candidate;specialist_passed;founder_approved;rendering;validation_failed;ready;activating;active;prior_active","STREAM-SCOPE-EXCLUDED","base;hover;focus-visible;pressed;disabled","loading;pending;success;error;permission_denied;stale;mismatched;unavailable","visible text plus shape icon border pattern or position;never color only","Complex checks become grouped list on narrow view;status text persistent;controlled updates;focus at changed heading;forced colors;no mixed-release visual shortcut","PF-01;SOF-01K;SOF-01L;EXCL-NONPUBLIC-PUBLICATION;EXCL-STAGING","D-025;D-026;D-035;D-036;D-019","PUB-001;PUB-002;PUB-003;PUB-004;PUB-005;SEC-001;SEC-002;UX-001","UXTEST-027;UXTEST-028;UXTEST-029;UXTEST-036;UXTEST-040","ACT-35;ACT-36;ACT-37;ACT-38;ACT-39;ACT-51;ACT-52","Reference full release lifecycle and failed component;later separation checksum atomicity and rollback evidence","Exact release operations;roles;legal signoff;activation authority remain gated"
"PRIM-054","Audit event viewer","staff_publication","composite_interactive","scope and redaction notice;bounded search controls;event chain;actor role;action class;time;before and after;integrity status;empty and recovery","timeline;table;detail;durable_fallback;integrity_gap","STREAM-SCOPE-EXCLUDED","base;hover;focus-visible;pressed;disabled","loading;empty;success;error;offline;permission_denied;unavailable;integrity_gap","visible text plus shape icon border pattern or position;never color only","Table and list parity;no secret or chat content;screen reader headers;focus and target size;forced colors;derived-index loss falls back to durable retrieval","SOF-01M","D-025;D-026;D-035;D-036;D-018;D-019","FR-016;DATA-010;SEC-001;SEC-002;SEC-007;SEC-008;UX-001","UXTEST-021;UXTEST-022;UXTEST-023;UXTEST-027;UXTEST-037","ACT-53","Reference authorized empty unavailable and integrity-gap states;later redaction read-only role and retrieval evidence","Audit fields;retention;export;search scope;owner;escalation remain gated"
"PRIM-055","Staff sign-in and reauthentication","system_access","composite_interactive","identity route heading;method choice only if approved;status;input or provider handoff;paste and assistive support;time-limit warning and extension control when applicable;recovery;no credential hints","Entra;reauthentication;approved_break_glass_route_only","STREAM-SCOPE-EXCLUDED","base;hover;focus-visible;pressed;disabled","loading;pending;success;error;offline;expired;permission_denied;unavailable","visible text plus shape icon border pattern or position;never color only","Keyboard and screen reader complete;no cognitive puzzle;any user time limit is removable or adjustable before it starts or warns with at least 20 seconds and permits a simple extension at least ten times or has a documented criterion-supported exception;preserve permitted data and last authoritative state;accessible reauthentication;forced colors;no private redirect detail","PF-01;EXCL-ADMIN","D-025;D-026;D-035;D-036;D-018","SEC-001;SEC-003;SEC-004;SEC-005;SEC-010;UX-001;UX-003","UXTEST-021;UXTEST-022;UXTEST-023;UXTEST-024;UXTEST-027;UXTEST-040;UXTEST-043","ACT-33","Reference signed-out provider-down expired and denied states;later controlled-clock branch warning extension expiry focus status recovery provider MFA cookie and negative-role evidence","Tenant;groups;exact method;break-glass activation;support route;credential values and exact durations remain gated"
"PRIM-056","Session and permission state","system_access","composite_interactive","plain state heading;last preserved state;non-disclosing reason;time-limit warning and extension control when applicable;reauthenticate;return or safe destination;status","signed_out;active_role;forbidden;idle_expired;absolute_expired;CSRF_failure;ambiguous_role","S-HIGH;S-LOW;S-MEDIUM;S-SEMANTIC","base;hover;focus-visible;pressed;disabled","pending;success;error;offline;expired;permission_denied;unavailable;stale","visible text plus shape icon border pattern or position;never color only","Focus on state heading;no draft or event-existence leak;any user time limit is removable or adjustable before it starts or warns with at least 20 seconds and permits a simple extension at least ten times or has a documented criterion-supported exception;preserve permitted data and last authoritative state;accessible reauthentication;forced-colors boundary","PF-01;SOF-01A;SOF-01B;SOF-01C;SOF-01D;SOF-01E;SOF-01F;SOF-01G;SOF-01H;SOF-01I;SOF-01J;SOF-01K;SOF-01L;SOF-01M;EXCL-ADMIN","D-025;D-026;D-035;D-036;D-018","SEC-001;SEC-002;SEC-004;SEC-005;UX-001;UX-003","UXTEST-021;UXTEST-022;UXTEST-027;UXTEST-037;UXTEST-040;UXTEST-043","ACT-33;ACT-34;ACT-35;ACT-36;ACT-37;ACT-40;ACT-41;ACT-42;ACT-43;ACT-44;ACT-45;ACT-46;ACT-47;ACT-48;ACT-49;ACT-50;ACT-51;ACT-52;ACT-53","Reference every session and permission branch;later controlled-clock branch warning extension expiry focus status recovery server authorization accessible reauthentication and non-disclosure evidence","Exact session and challenge durations;implementation/provider and role mappings remain gated"
"PRIM-057","Notification and live status region","system_feedback","status_announced","plain status text;state icon or boundary;scope;preserved-state statement;time-limit warning and extension status when applicable;next action;dismiss only if nonessential","inline_status;page_banner;field_status;toast_only_for_supplemental_feedback;polite_live;assertive_error","S-HIGH;S-LOW;S-MEDIUM;S-SEMANTIC","not_applicable","loading;pending;success;confirmed;error;offline;permission_denied;unavailable;stale;expired","visible text plus shape icon border pattern or position;never color only","Persistent essential text;announcements deduplicated;no focus theft;controlled auto-update;pause stop or hide if applicable;any user time limit is removable or adjustable before it starts or warns with at least 20 seconds and permits a simple extension at least ten times or has a documented criterion-supported exception;preserve permitted data and last authoritative state;accessible reauthentication where applicable;forced colors and reduced motion","all_public_route_families;AF-01;AF-02;BF-01;PF-01;SOF-01","D-025;D-026;D-035;D-036","UX-001;UX-003;UX-004;DATA-010;SEC-007","UXTEST-011;UXTEST-015;UXTEST-018;UXTEST-019;UXTEST-021;UXTEST-022;UXTEST-024;UXTEST-040","ACT-02;ACT-05;ACT-06;ACT-08;ACT-09;ACT-10;ACT-11;ACT-14;ACT-16;ACT-17;ACT-18;ACT-20;ACT-21;ACT-22;ACT-23;ACT-24;ACT-25;ACT-26;ACT-27;ACT-28;ACT-29;ACT-30;ACT-31;ACT-32;ACT-33;ACT-34;ACT-35;ACT-36;ACT-37;ACT-38;ACT-39;ACT-40;ACT-41;ACT-42;ACT-43;ACT-44;ACT-45;ACT-46;ACT-47;ACT-48;ACT-49;ACT-50;ACT-51;ACT-52;ACT-53","Reference announcement priority and persistence matrix;later controlled-clock branch warning extension expiry focus status recovery screen-reader deduplication and focus evidence","Exact messages;dismiss timing;exact timeout duration;operational detail remain gated"
"PRIM-058","Loading empty offline error and recovery container","system_feedback","composite_interactive","state heading;what happened;what remains valid;permitted data and last authoritative state;content or placeholder;time-limit warning and extension control when applicable;accessible reauthentication when applicable;smallest safe recovery;alternate route;status region","loading;empty;offline;error;held;unavailable;stale;permission_denied;expired;unknown","S-HIGH;S-LOW;S-MEDIUM;S-SEMANTIC","base;hover;focus-visible;pressed;disabled","loading;empty;offline;error;held;unavailable;stale;permission_denied;expired;unknown;success","visible text plus shape icon border pattern or position;never color only","Preserve valid prior content;no blank shell;reduced-motion progress;forced-colors boundary;asset-free;works at 320 CSS px and 400% zoom;focus on error summary or changed heading only;current latest two stable evergreen releases;Safari/iOS 16.4 minimum legacy floor;semantic Quick Access for below-floor or otherwise unsupported clients;any user time limit is removable or adjustable before it starts or warns with at least 20 seconds and permits a simple extension at least ten times or has a documented criterion-supported exception;preserve permitted data and last authoritative state;accessible reauthentication where applicable","all_public_route_families;J-01;J-02;J-04;AF-01;AF-02;BF-01;DF-01;PF-01;SOF-01;CF-01","D-025;D-026;D-035;D-036","FR-002;UX-001;UX-002;UX-003;UX-004;UX-005;DATA-010;NFR-004;NFR-006","UXTEST-001;UXTEST-007;UXTEST-008;UXTEST-011;UXTEST-017;UXTEST-018;UXTEST-020;UXTEST-021;UXTEST-022;UXTEST-023;UXTEST-024;UXTEST-025;UXTEST-026;UXTEST-029;UXTEST-032;UXTEST-037;UXTEST-040;UXTEST-044","ACT-02;ACT-03;ACT-04;ACT-05;ACT-06;ACT-08;ACT-13;ACT-14;ACT-16;ACT-17;ACT-18;ACT-20;ACT-21;ACT-22;ACT-23;ACT-24;ACT-25;ACT-26;ACT-28;ACT-29;ACT-30;ACT-31;ACT-32;ACT-33;ACT-34;ACT-35;ACT-36;ACT-37;ACT-38;ACT-39;ACT-41;ACT-42;ACT-43;ACT-44;ACT-45;ACT-46;ACT-47;ACT-48;ACT-49;ACT-50;ACT-51;ACT-52;ACT-53","Reference each state with preserved truth and recovery;WCAG 2.2 Level AA target evidence across all applicable full pages and complete processes including third-party steps;definition and reference designs do not establish conformance;later dated current-version browser matrix Safari mobile layout input and safe-area evidence unsupported-client semantic Quick Access recovery controlled-clock branch warning extension expiry focus status permitted-data and authoritative-state preservation accessible reauthentication forced-failure offline announcement and no-false-success evidence","Recovery copy;retry policy;cached-content policy;support route and exact durations remain gated"
"PRIM-059","Data visualization","media_data","composite_interactive","title;plain-language summary;plot;direct series labels;unit;period;scope or sample;source;limitation;legend only as supplement;table link","five_series;single_series;target;measured;missing;uncertainty","S-HIGH;S-LOW;S-MEDIUM;S-SEMANTIC","base;hover;focus-visible;pressed;disabled","loading;empty;held;error;offline;unavailable;success","visible text plus shape icon border pattern or position;never color only","Direct labels remain at least 12 CSS px;responsive alternate instead of scaled illegibility;grayscale;forced colors;reduced motion;no three-dimensional chart;exact-value table","verified_work_detail;demo_detail;article;trust_topic;SOF-01M","D-025;D-026;D-035;D-036;D-007","BR-007;PUB-006;UX-001;UX-003","UXTEST-022;UXTEST-023;UXTEST-024;UXTEST-025;UXTEST-026","ACT-13;ACT-53","Reference all five frozen series and missing uncertainty target states;later data-to-table parity contrast label and source evidence","Dataset;measure;benchmark;sample;outcome;source;review;publication remain gated"
"PRIM-060","Data table","media_data","composite_interactive","caption;column headers;row headers where needed;cells;state labels;source and limitation;sort only if approved;responsive-list route","read_only;sortable_if_approved;comparison;audit;exact_values","S-HIGH;S-LOW;S-MEDIUM;S-SEMANTIC","base;hover;focus-visible;pressed;disabled","loading;empty;held;error;offline;permission_denied;unavailable;success","visible text plus shape icon border pattern or position;never color only","Two-dimensional scroll only when genuine;sticky regions do not obscure focus;screen-reader headers;forced colors;equivalent list for constrained views","verified_work_detail;demo_detail;article;trust_topic;SOF-01C;SOF-01I;SOF-01J;SOF-01M","D-025;D-026;D-035;D-036","PUB-006;UX-001;UX-003;DATA-010;SEC-002","UXTEST-021;UXTEST-022;UXTEST-023;UXTEST-024;UXTEST-030;UXTEST-035;UXTEST-037","ACT-13;ACT-43;ACT-49;ACT-50;ACT-53","Reference table and constrained-list parity;later header navigation sort authorization and exact-value checks","Columns;data;sort;export;retention;owner remain gated"
"PRIM-061","Responsive data or record list","media_data","composite_interactive","list heading;item label;key-value pairs;state;source or version;primary action","table_equivalent;queue;source_list;audit_chain;summary","S-HIGH;S-LOW;S-MEDIUM;S-SEMANTIC","base;hover;focus-visible;pressed;disabled","loading;empty;held;error;offline;permission_denied;unavailable;success;stale","visible text plus shape icon border pattern or position;never color only","Primary constrained-width alternative;logical order;no lost column meaning;long values wrap;forced colors;keyboard links and buttons remain separate","all_collection_families;all_detail_families;SOF-01C;SOF-01I;SOF-01J;SOF-01M","D-025;D-026;D-035;D-036","FR-017;PUB-006;UX-001;UX-003;DATA-010","UXTEST-021;UXTEST-022;UXTEST-023;UXTEST-024;UXTEST-026;UXTEST-032;UXTEST-035;UXTEST-037","ACT-04;ACT-13;ACT-43;ACT-49;ACT-50;ACT-53","Reference list parity for collection table queue and audit uses;later reading-order and value completeness evidence","Record fields;data;owners;export remain gated"
"PRIM-062","Logo and entity lockup","content_evidence","static","current approved identity asset reference;full Hengshi Design text;accessible name or decorative treatment by context;clearspace;surface pairing","primary_dark;light_surface;monochrome;reverse;standard_mark;small_optical;favicon_context;text_only_asset_failure","S-HIGH;S-LOW;S-MEDIUM;S-SEMANTIC","not_applicable","base;unavailable_asset;forced_colors;grayscale;print","visible text plus shape icon border pattern or position;never color only","Full name at first contact and ambiguous contexts;minimum sizes and clearspace inherited;flat backgrounds;missing asset leaves text identity;forced colors grayscale print and small-size evidence","entity;all_public_route_families;public_shell;staff_shell","D-025;D-026;D-035;D-036;D-006","BR-006;SEO-009;UX-001","UXTEST-001;UXTEST-022;UXTEST-024","ACT-01;ACT-02","Reference uses only current manifest entries and exact geometry;later asset checksum small-size contrast and text-fallback evidence","Trademark clearance;public use;structured-data use;production mastering;licensed assets remain gated"
