"trace_id","source_id","source_type","source_artifact","contract_artifacts","contract_records","required_future_evidence","status_or_gate"
"TR-ACT-003","ACT-03","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-03;TPL-DIRECTORY-SEARCH;NAVIGATION_SEARCH","Search and browse groups available; Index loading or unavailable; focus failure; recovery: Static active-release directory; Quick Access; restore invoker focus","flow_action_contracted_not_implemented"
"TR-ACT-004","ACT-04","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-04;TPL-DIRECTORY-SEARCH;NAVIGATION_SEARCH","Canonical result list; Empty query no results or derived index/checksum failure; recovery: Browse categories; clear; static directory; never search draft/private data","flow_action_contracted_not_implemented"
"TR-ACT-005","ACT-05","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-05;TPL-DIRECTORY-SEARCH;TPL-WORLD-HUD;TPL-QUICK-ACCESS-RECOVERY;WORLD_HUD_STREAM","Canonical document or optional directed transition; Closed room missing asset or stale result; recovery: Canonical semantic route or Quick Access with safe context","flow_action_contracted_not_implemented"
"TR-ACT-006","ACT-06","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-06;TPL-FIRST-VISIT;TPL-WORLD-SHELL;TPL-QUICK-ACCESS-RECOVERY;WORLD_HUD_STREAM","Onboarding or stable Reception; Unsupported WebGL low power loader asset or network error; recovery: Quick Access immediately retaining source route/wing context","flow_action_contracted_not_implemented"
"TR-ACT-007","ACT-07","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-07;TPL-FIRST-VISIT;TPL-WORLD-SHELL;FIRST_RETURN_VISIT","Stable Reception or chosen semantic destination; Transition interrupted; recovery: Jump to stable end state and announce location","flow_action_contracted_not_implemented"
"TR-ACT-008","ACT-08","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-08;TPL-WORLD-SHELL;TPL-WORLD-HUD;TPL-QUICK-ACCESS-RECOVERY;WORLD_HUD_STREAM","Directed point-and-click transition and location update; Transition asset memory or thermal failure; recovery: Cancel motion; stable current location; delivery stream change or canonical route","flow_action_contracted_not_implemented"
"TR-ACT-009","ACT-09","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-09;TPL-WORLD-HUD;TPL-QUICK-ACCESS-RECOVERY;WORLD_HUD_STREAM","Chosen delivery stream applied and persisted; Unsupported tier or change failure; recovery: Bounded by the WebGL ceiling and never silently substituted; ACT-11 persistence-failure branch; no content loss","flow_action_contracted_not_implemented"
"TR-ACT-010","ACT-10","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-10;TPL-WORLD-HUD;TPL-MEDIA-OPT-IN;WORLD_HUD_STREAM","Explicit muted or unmuted state; Media unavailable or blocked; recovery: Remain muted; text/visual equivalent; retry only after interaction","flow_action_contracted_not_implemented"
"TR-ACT-011","ACT-11","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-11;TPL-FIRST-VISIT;TPL-WORLD-HUD;FIRST_RETURN_VISIT","Stable authored equivalent; Preference cannot persist; recovery: Apply session state and explain persistence failure without blocking","flow_action_contracted_not_implemented"
"TR-ACT-012","ACT-12","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-12;TPL-WORLD-HUD;TPL-QUICK-ACCESS-RECOVERY;WORLD_HUD_STREAM","Current canonical semantic route opens; Missing mapping; recovery: Services Home or Quick Access with safe fallback status","flow_action_contracted_not_implemented"
"TR-ACT-013","ACT-13","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-13;TPL-WORK-DETAIL;TPL-DEMO-DETAIL;TPL-INSIGHT-DETAIL;TPL-TRUST-DETAIL;TPL-SYSTEM-RECOVERY;ERROR_OFFLINE_RECOVERY","Accessible active canonical source; Held retired unavailable or checksum-mismatched source; recovery: Cannot-verify label; related approved source; human or Book","flow_action_contracted_not_implemented"
"TR-ACT-014","ACT-14","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-14;TPL-AI-CONCIERGE;AI","Identified anonymous session and consent choice; Policy provider or session unavailable; recovery: Semantic content; available human; Contact; Book","flow_action_contracted_not_implemented"
"TR-ACT-015","ACT-15","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-15;TPL-AI-CONCIERGE;AI","Ephemeral or approved consented state; Exact policy unavailable record write unknown or declined; recovery: Fail to ephemeral/no-retention; retry only when authoritative; browsing or Book","flow_action_contracted_not_implemented"
"TR-ACT-016","ACT-16","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-16;TPL-AI-CONCIERGE;AI","Sourced answer or explicit safe refusal; Typing/send timeout duplicate or grounding unavailable; recovery: Not-sent/unknown; status check; one safe retry; human or Book","flow_action_contracted_not_implemented"
"TR-ACT-017","ACT-17","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-17;TPL-AI-CONCIERGE;TPL-QUICK-ACCESS-RECOVERY;AI","Same valid session resumes once; Expired invalid checksum or policy mismatch; recovery: New ephemeral session; old content not resumed; human or Book","flow_action_contracted_not_implemented"
"TR-ACT-018","ACT-18","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-18;TPL-HUMAN-HANDOFF;HUMAN_HANDOFF_MEDIA","One durable handoff request; No explicit availability duplicate console outage or alert failure; recovery: Preserve durable request; refresh; Contact or Book; alert retry staff-side","flow_action_contracted_not_implemented"
"TR-ACT-019","ACT-19","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-19;TPL-MEDIA-OPT-IN;TPL-HUMAN-HANDOFF;HUMAN_HANDOFF_MEDIA","Media begins only after explicit permission; Declined denied unsupported device or media failure; recovery: Text continues; permission guidance; Book; no automatic reactivation","flow_action_contracted_not_implemented"
"TR-ACT-020","ACT-20","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-20;TPL-BOOKING-SHELL;TPL-BOOKING-QUALIFICATION;TPL-QUICK-ACCESS-RECOVERY;BOOKING_LINEAGE","One lineage and accessible non-WebGL qualification flow; Transactional script or booking entry unavailable; recovery: Semantic not-started/not-completed status; retry Book; verified Contact; safe route/wing context only","flow_action_contracted_not_implemented"
"TR-ACT-021","ACT-21","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-21;TPL-BOOKING-QUALIFICATION;BOOKING_LINEAGE","QUALIFICATION_COMPLETE; Missing/invalid field consent declined or offline; recovery: Linked summary and correction; browsing/ephemeral help; no retained lead","flow_action_contracted_not_implemented"
"TR-ACT-022","ACT-22","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-22;TPL-BOOKING-VERIFICATION;BOOKING_LINEAGE","EMAIL_PENDING in same lineage; Not issued unknown provider Redis or rate-limit failure; recovery: Status check before retry; bounded later guidance; change address; no slots","flow_action_contracted_not_implemented"
"TR-ACT-023","ACT-23","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-23;TPL-BOOKING-VERIFICATION;BOOKING_LINEAGE","New current challenge in same lineage; Too soon limit unknown or delivery failure; recovery: Approved wait guidance; status check; corrected address; no second lineage","flow_action_contracted_not_implemented"
"TR-ACT-024","ACT-24","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-24;TPL-BOOKING-VERIFICATION;BOOKING_LINEAGE","Old challenge invalidated and new challenge pending; Invalid syntax or update conflict; recovery: Correct inline; refresh authoritative lineage; no verified carryover","flow_action_contracted_not_implemented"
"TR-ACT-025","ACT-25","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-25;TPL-BOOKING-VERIFICATION;BOOKING_LINEAGE","VERIFIED; Invalid expired used wrong-lineage or undeliverable challenge; recovery: Safe resend/current challenge; corrected address; support; no slots","flow_action_contracted_not_implemented"
"TR-ACT-026","ACT-26","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-26;TPL-BOOKING-AVAILABILITY;BOOKING_LINEAGE","Eligible 30-minute slots in explicit visitor-local zone; Loading none stale owner provider or Graph unavailable; recovery: Retry/next period; honest no-slot; approved human/Contact; no promise","flow_action_contracted_not_implemented"
"TR-ACT-027","ACT-27","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-27;TPL-BOOKING-AVAILABILITY;BOOKING_LINEAGE","SLOT_SELECTED and review summary; Slot no longer available or timezone changes; recovery: Refresh; reselect; show same instant and zone clearly","flow_action_contracted_not_implemented"
"TR-ACT-028","ACT-28","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-28;TPL-BOOKING-RECONCILIATION;BOOKING_LINEAGE","One BOOKING_PENDING durable request; Offline before accept duplicate or ambiguous provider timeout; recovery: Explicit not-submitted or pending; same idempotency key; reconcile before retry","flow_action_contracted_not_implemented"
"TR-ACT-029","ACT-29","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-29;TPL-BOOKING-RECONCILIATION;BOOKING_LINEAGE","CONFIRMED_QUALIFIED or truthful pending/failed; Status service unavailable; recovery: Retain last authoritative state; retry later or approved support; never infer success","flow_action_contracted_not_implemented"
"TR-ACT-030","ACT-30","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-30;TPL-BOOKING-RECONCILIATION;BOOKING_LINEAGE","Same lineage with reconciled replacement occurrence; Expired auth no slots timeout race or conflict; recovery: Reauthenticate; keep old confirmed truth; refresh/reconcile; approved support","flow_action_contracted_not_implemented"
"TR-ACT-031","ACT-31","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-31;TPL-BOOKING-RECONCILIATION;BOOKING_LINEAGE","Reconciled CANCELLED; Expired auth provider timeout or conflict; recovery: Retain last confirmed state; refresh/reconcile; never claim cancelled early","flow_action_contracted_not_implemented"
"TR-ACT-032","ACT-32","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-32;TPL-PUBLIC-CONTACT;CONTACT","One truthful accepted or pending contact record; Invalid offline duplicate or channel unavailable; recovery: Correct; same idempotency identity; verified alternate or Book; no SLA","flow_action_contracted_not_implemented"
"TR-ACT-033","ACT-33","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-33;TPL-STAFF-AUTH;AUTH_SESSION_PERMISSION","Authorized role session; Entra unavailable no/ambiguous group or local account dormant; recovery: Deny by default; approved support or break-glass process only; no credential hints","flow_action_contracted_not_implemented"
"TR-ACT-034","ACT-34","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-34;TPL-PUBLICATION-EDITOR;STAFF_PUBLICATION_OPERATIONS","Durable draft version saved; Validation network session or version conflict; recovery: Retain text only under approved policy; reauth; merge/version choice without overwrite","flow_action_contracted_not_implemented"
"TR-ACT-035","ACT-35","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-35;TPL-PUBLICATION-EDITOR;TPL-PUBLICATION-REVIEW-RELEASE;STAFF_PUBLICATION_OPERATIONS","Immutable review candidate queued; Missing evidence rights owner metadata or stale version; recovery: Linked issue list; return to draft; resubmit new version","flow_action_contracted_not_implemented"
"TR-ACT-036","ACT-36","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-36;TPL-PUBLICATION-REVIEW-RELEASE;STAFF_PUBLICATION_OPERATIONS","Independent pass or changes requested; Unauthorized self-review stale candidate or session failure; recovery: Deny; refresh current candidate; approved reassignment","flow_action_contracted_not_implemented"
"TR-ACT-037","ACT-37","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-37;TPL-PUBLICATION-REVIEW-RELEASE;STAFF_PUBLICATION_OPERATIONS","Approved rejected or changes requested on current candidate; Unauthorized stale or not specialist-passed; recovery: Deny; refresh; return to review queue; never infer approval","flow_action_contracted_not_implemented"
"TR-ACT-038","ACT-38","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-38;TPL-PUBLICATION-REVIEW-RELEASE;STAFF_PUBLICATION_OPERATIONS","Valid immutable candidate checksum; Render index schema sitemap AI or 3D parity failure; recovery: Previous release active; correct through workflow; rerun full validation","flow_action_contracted_not_implemented"
"TR-ACT-039","ACT-39","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-39;TPL-PUBLICATION-REVIEW-RELEASE;STAFF_PUBLICATION_OPERATIONS","One atomic active checksum; Partial timeout or mismatch; recovery: No activation or rollback to prior active; reconcile; never mix surfaces","flow_action_contracted_not_implemented"
"TR-ACT-040","ACT-40","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-40;TPL-RETURN-VISIT;TPL-STAFF-AUTH;FIRST_RETURN_VISIT","Non-sensitive preferences cleared or session ended; Storage unavailable; recovery: Clear as far as possible; explain local limitation; no account claim","flow_action_contracted_not_implemented"
"TR-ACT-041","ACT-41","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-41;TPL-STAFF-WORK-DETAIL;STAFF_PUBLICATION_OPERATIONS","Durable approved-scope availability on; Pending role eligibility Redis or Teams issue fails unavailable; no scope empty; recovery: Status check and retry; no presence-derived availability","flow_action_contracted_not_implemented"
"TR-ACT-042","ACT-42","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-42;TPL-STAFF-WORK-DETAIL;STAFF_PUBLICATION_OPERATIONS","Durable availability off; Pending error or already off; recovery: Fail safe to unavailable; idempotent status check/retry; queued work visible","flow_action_contracted_not_implemented"
"TR-ACT-043","ACT-43","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-43;TPL-STAFF-QUEUE;TPL-STAFF-WORK-DETAIL;STAFF_PUBLICATION_OPERATIONS","Current authorized request detail opened; Queue loading unavailable stale or truthful empty; recovery: Refresh authoritative request; reauthenticate; no chat data in analytics","flow_action_contracted_not_implemented"
"TR-ACT-044","ACT-44","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-44;TPL-HUMAN-HANDOFF;TPL-STAFF-WORK-DETAIL;STAFF_PUBLICATION_OPERATIONS","One authorized operator owns text_active; Pending stale already accepted or consent invalid; recovery: Reconcile current owner/status; no duplicate; visitor keeps Book","flow_action_contracted_not_implemented"
"TR-ACT-045","ACT-45","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-45;TPL-HUMAN-HANDOFF;TPL-STAFF-WORK-DETAIL;STAFF_PUBLICATION_OPERATIONS","Durable declined or reassignment-needed state; Pending stale unauthorized or already resolved; recovery: Refresh; approved reassignment/closure later; never delete request","flow_action_contracted_not_implemented"
"TR-ACT-046","ACT-46","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-46;TPL-HUMAN-HANDOFF;TPL-STAFF-WORK-DETAIL;STAFF_PUBLICATION_OPERATIONS","Durable ended state once; Ending pending session or retention conflict; recovery: Status check; preserve active/ended truth; Book/Contact remains","flow_action_contracted_not_implemented"
"TR-ACT-047","ACT-47","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-47;TPL-STAFF-QUEUE;TPL-STAFF-WORK-DETAIL;STAFF_PUBLICATION_OPERATIONS","Alert delivered or exception closed without core-state change; Adapter unavailable retry pending or no exceptions; recovery: Retry/escalate later; handoff/booking truth preserved","flow_action_contracted_not_implemented"
"TR-ACT-048","ACT-48","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-48;TPL-STAFF-QUEUE;TPL-STAFF-WORK-DETAIL;STAFF_PUBLICATION_OPERATIONS","One current eligible assignment; Stale conflict no eligible assignee or unauthorized; recovery: Refresh or hold; approved escalation; no invented availability","flow_action_contracted_not_implemented"
"TR-ACT-049","ACT-49","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-49;TPL-STAFF-QUEUE;TPL-STAFF-WORK-DETAIL;TPL-BOOKING-RECONCILIATION;STAFF_PUBLICATION_OPERATIONS","Local and external state agree truthfully; Ambiguous provider unavailable mismatch or no exceptions; recovery: Refresh compare or approved retry after ambiguity; preserve last truth","flow_action_contracted_not_implemented"
"TR-ACT-050","ACT-50","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-50;TPL-STAFF-QUEUE;TPL-STAFF-WORK-DETAIL;STAFF_PUBLICATION_OPERATIONS","Invariant restored or exception held/escalated; Pending unauthorized or unsupported resolution; recovery: Approved bounded repair/escalation; never hide duplicate or unknown","flow_action_contracted_not_implemented"
"TR-ACT-051","ACT-51","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-51;TPL-STAFF-QUEUE;TPL-PUBLICATION-REVIEW-RELEASE;STAFF_PUBLICATION_OPERATIONS","Specialist pass or changes on exact candidate; Self-review stale unauthorized missing evidence or no candidate; recovery: Deny; refresh; return candidate; no activation","flow_action_contracted_not_implemented"
"TR-ACT-052","ACT-52","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-52;TPL-STAFF-QUEUE;TPL-PUBLICATION-REVIEW-RELEASE;STAFF_PUBLICATION_OPERATIONS","Grounding bundle passed or changes requested; Draft private defense stale missing source unauthorized or empty; recovery: Fail closed; return to release workflow; no publication/activation","flow_action_contracted_not_implemented"
"TR-ACT-053","ACT-53","action","docs/phase-1-ux-architecture/STATES_AND_RECOVERY.md","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-ACT-53;TPL-AUDIT-INSPECTION;STAFF_PUBLICATION_OPERATIONS","Authorized redacted event chain visible; Index loading unavailable integrity gap no results or unauthorized; recovery: Durable retrieval; refine retry escalate; inspection audited; no edit/delete","flow_action_contracted_not_implemented"
"TR-EXCL-001","EXCL-WORLD","exclusion","docs/phase-1-ux-architecture/excluded-surfaces.csv","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-EXCL-WORLD;TPL-WORLD-SHELL;TPL-WORLD-HUD;TPL-QUICK-ACCESS-RECOVERY","Noindex World uses same release and canonical links; recovery: Quick Access retaining safe route/service context","excluded_surface_contracted_not_active"
"TR-EXCL-002","EXCL-ADMIN","exclusion","docs/phase-1-ux-architecture/excluded-surfaces.csv","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-EXCL-ADMIN;TPL-STAFF-AUTH;TPL-STAFF-QUEUE;TPL-SYSTEM-RECOVERY","Authorized staff sees only permitted tasks; recovery: Sign in reauthenticate safe denied response or approved break glass","excluded_surface_contracted_not_active"
"TR-EXCL-003","EXCL-NONPUBLIC-PUBLICATION","exclusion","docs/phase-1-ux-architecture/excluded-surfaces.csv","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-EXCL-NONPUBLIC-PUBLICATION;TPL-PUBLICATION-EDITOR;TPL-PUBLICATION-REVIEW-RELEASE;TPL-SYSTEM-RECOVERY","Authorized preview retains draft marker and current candidate version; recovery: Return to staff queue; non-disclosing public response; previous release remains active","excluded_surface_contracted_not_active"
"TR-EXCL-004","EXCL-CHAT-SESSIONS","exclusion","docs/phase-1-ux-architecture/excluded-surfaces.csv","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-EXCL-CHAT-SESSIONS;TPL-AI-CONCIERGE;TPL-QUICK-ACCESS-RECOVERY","Valid session resumes under approved policy; recovery: New ephemeral AI available human Contact or Book","excluded_surface_contracted_not_active"
"TR-EXCL-005","EXCL-INTERNAL-SEARCH","exclusion","docs/phase-1-ux-architecture/excluded-surfaces.csv","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-EXCL-INTERNAL-SEARCH;TPL-DIRECTORY-SEARCH;TPL-QUICK-ACCESS-RECOVERY","Approved utility returns browse or clean results without URL-carried query; recovery: Clear; static directory; clean canonical; unknown path 404","excluded_surface_contracted_not_active"
"TR-EXCL-006","EXCL-TRACKING-PARAMETERS","exclusion","docs/phase-1-ux-architecture/excluded-surfaces.csv","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-EXCL-TRACKING-PARAMETERS;TPL-GLOBAL-NAVIGATION;TPL-SYSTEM-RECOVERY","Same truthful clean document and clean first-party links; recovery: Strip allowlisted parameter only; require decision for unknown parameter","excluded_surface_contracted_not_active"
"TR-EXCL-007","EXCL-FILTER-SORT-VARIANTS","exclusion","docs/phase-1-ux-architecture/excluded-surfaces.csv","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-EXCL-FILTER-SORT-VARIANTS;TPL-DIRECTORY-SEARCH;TPL-SYSTEM-RECOVERY","Local UI filter/sort state only when a host collection defines it; recovery: Return to clean collection or directory","excluded_surface_contracted_not_active"
"TR-EXCL-008","EXCL-STAGING","exclusion","docs/phase-1-ux-architecture/excluded-surfaces.csv","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-EXCL-STAGING;TPL-PUBLICATION-REVIEW-RELEASE;TPL-STAFF-AUTH;TPL-SYSTEM-RECOVERY","Authorized candidate review remains clearly nonpublic; recovery: Authenticate or return to production canonical only after approval","excluded_surface_contracted_not_active"
"TR-EXCL-009","EXCL-DEFENSE","exclusion","docs/phase-1-ux-architecture/excluded-surfaces.csv","foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv","COV-EXCL-DEFENSE;TPL-SYSTEM-RECOVERY;TPL-AI-CONCIERGE","No public render sitemap search AI knowledge or ordinary visitor flow; recovery: General services Contact or Book; secure route only after MA-011","excluded_surface_contracted_not_active"
"TR-WAY-001","WING-AI-DATA","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-WING-AI-DATA;TPL-SERVICE-WING;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign formal/accessibility title route path room ID ordinal and four release states; Closed held opening and open remain visually and semantically distinct; recovery: Canonical Quick Access remains when active; nonpublic opening never implies launch","wayfinding_reference_contracted_not_active"
"TR-WAY-002","ROOM-AI-AUTOMATION","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-AI-AUTOMATION;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and closed held opening open variants; Any abbreviation-only accessible name or premature open claim fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
"TR-WAY-003","ROOM-DATA-ANALYTICS","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-DATA-ANALYTICS;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and closed held opening open variants; Any abbreviation-only accessible name or premature open claim fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
